Order ID,customer_id,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Profit (INR),Discount %,Customer Segment,Region
ORD00202,C0187,Comic Book,Books,2275.09,2,4550.18,2024-06-27,Debit Card,1.5,June,2024,910.036,13,Retail,North
ORD00203,C0214,Sneakers,Clothing,16468.59,4,65874.36,2024-10-24,Net Banking,4.5,October,2024,13174.872,9,Retail,East
ORD00204,C0169,Cookware Set,Home & Kitchen,4934.99,3,14804.97,2024-10-16,Credit Card,4.6,October,2024,2960.994,5,Retail,North
ORD00205,C0148,Table Lamp,Home & Kitchen,5258.29,5,26291.45,2024-08-23,Wallet,2.5,August,2024,5258.290000000001,23,Online,West
ORD00206,C0273,Hair Dryer,Beauty,32580.0,5,162900.0,2024-03-27,COD,2.7,March,2024,32580.0,14,Online,West
ORD00207,C0221,Sofa Cover,Home & Kitchen,40298.9,1,40298.9,2024-06-17,Debit Card,1.2,June,2024,8059.780000000001,16,Retail,West
ORD00208,C0094,Tablet,Electronics,11236.19,3,33708.57,2024-11-02,COD,2.6,November,2024,6741.714,28,Wholesale,West
ORD00209,C0207,Self-Help Book,Books,32537.46,5,162687.3,2024-10-28,UPI,3.4,October,2024,32537.46,19,Wholesale,North
ORD00210,C0150,Jeans,Clothing,6953.88,1,6953.88,2024-05-14,UPI,2.9,May,2024,1390.776,26,Wholesale,East
ORD00211,C0134,Bedsheet,Home & Kitchen,32824.05,3,98472.15,2024-09-02,Credit Card,3.6,September,2024,19694.43,28,Wholesale,East
ORD00212,C0132,Sneakers,Clothing,34459.99,3,103379.97,2024-10-05,Debit Card,1.4,October,2024,20675.994,13,Retail,East
ORD00213,C0110,Educational Book,Books,13608.58,3,40825.74,2024-04-05,UPI,4.6,April,2024,8165.148,24,Online,East
ORD00214,C0064,Mixer Grinder,Home & Kitchen,32630.83,2,65261.66,2024-12-22,UPI,4.7,December,2024,13052.332000000002,21,Wholesale,South
ORD00215,C0164,Laptop,Electronics,24818.77,4,99275.08,2024-11-14,Debit Card,2.3,November,2024,19855.016000000003,21,Retail,East
ORD00216,C0197,Cookbook,Books,36645.35,3,109936.05,2024-12-26,Debit Card,2.5,December,2024,21987.210000000003,30,Wholesale,South
ORD00217,C0236,Jeans,Clothing,25668.96,3,77006.88,2024-06-08,Debit Card,4.8,June,2024,15401.376000000002,24,Wholesale,South
ORD00218,C0115,Dress,Clothing,44241.68,4,176966.72,2024-09-18,COD,1.4,September,2024,35393.344000000005,16,Retail,West
ORD00219,C0037,Headphones,Electronics,39749.19,1,39749.19,2024-07-19,COD,3.5,July,2024,7949.838000000001,11,Online,South
ORD00220,C0176,Tablet,Electronics,37578.46,2,75156.92,2024-06-08,Net Banking,4.4,June,2024,15031.384,6,Online,North
ORD00221,C0013,Smartphone,Electronics,37203.65,4,148814.6,2024-05-14,Wallet,3.5,May,2024,29762.92,7,Retail,South
ORD00222,C0271,Self-Help Book,Books,22851.63,1,22851.63,2024-05-14,Wallet,1.0,May,2024,4570.326,21,Online,West
ORD00223,C0056,Hair Dryer,Beauty,27627.84,4,110511.36,2024-03-30,UPI,1.8,March,2024,22102.272,9,Retail,South
ORD00224,C0202,Self-Help Book,Books,31333.95,3,94001.85,2024-08-21,Debit Card,1.7,August,2024,18800.370000000003,21,Retail,North
ORD00225,C0210,Bedsheet,Home & Kitchen,30911.44,5,154557.2,2024-04-06,Debit Card,3.0,April,2024,30911.44,28,Retail,North
ORD00226,C0299,Laptop,Electronics,11518.23,1,11518.23,2025-01-30,Debit Card,4.4,January,2025,2303.646,21,Online,North
ORD00227,C0233,Jeans,Clothing,43304.55,5,216522.75,2024-12-28,UPI,2.6,December,2024,43304.55,21,Retail,West
ORD00228,C0198,Self-Help Book,Books,3710.07,3,11130.21,2024-02-20,Credit Card,4.2,February,2024,2226.042,6,Wholesale,West
ORD00229,C0211,Perfume,Beauty,34621.21,2,69242.42,2025-01-06,Wallet,1.8,January,2025,13848.484,6,Online,East
ORD00230,C0159,Headphones,Electronics,41742.29,5,208711.45,2024-07-15,COD,2.6,July,2024,41742.29000000001,26,Online,West
ORD00231,C0086,Bedsheet,Home & Kitchen,46858.63,1,46858.63,2024-11-02,Debit Card,3.5,November,2024,9371.726,27,Online,North
ORD00232,C0253,Smartwatch,Electronics,5413.09,1,5413.09,2024-05-20,UPI,3.4,May,2024,1082.6180000000002,9,Online,North
ORD00233,C0244,Laptop,Electronics,5880.45,1,5880.45,2024-09-09,Net Banking,2.0,September,2024,1176.09,5,Wholesale,West
ORD00234,C0082,Comic Book,Books,35665.26,3,106995.78,2024-03-30,Wallet,1.2,March,2024,21399.156000000003,5,Online,South
ORD00235,C0126,Headphones,Electronics,42981.89,5,214909.45,2025-01-02,Credit Card,1.8,January,2025,42981.89000000001,23,Online,West
ORD00236,C0182,Comic Book,Books,25629.88,3,76889.64,2024-09-03,Debit Card,2.9,September,2024,15377.928,6,Retail,West
ORD00237,C0192,Perfume,Beauty,22475.94,4,89903.76,2024-02-13,Debit Card,3.5,February,2024,17980.752,25,Online,North
ORD00238,C0145,Sofa Cover,Home & Kitchen,33250.7,5,166253.5,2024-10-19,Wallet,4.3,October,2024,33250.700000000004,16,Wholesale,East
ORD00239,C0025,Cookbook,Books,45045.03,5,225225.15,2025-01-02,Net Banking,3.8,January,2025,45045.03,30,Wholesale,North
ORD00240,C0255,Bedsheet,Home & Kitchen,3955.86,5,19779.3,2024-06-18,Net Banking,4.7,June,2024,3955.86,10,Wholesale,East
ORD00241,C0289,Perfume,Beauty,28169.11,5,140845.55,2024-05-04,UPI,2.7,May,2024,28169.11,27,Wholesale,North
ORD00242,C0131,Face Cream,Beauty,42785.51,4,171142.04,2024-11-13,COD,1.7,November,2024,34228.408,8,Online,West
ORD00243,C0269,Smartphone,Electronics,25614.35,2,51228.7,2024-08-12,Wallet,3.5,August,2024,10245.74,27,Online,North
ORD00244,C0213,Mixer Grinder,Home & Kitchen,7771.58,5,38857.9,2024-08-17,Debit Card,3.6,August,2024,7771.580000000001,15,Wholesale,North
ORD00245,C0009,Cookbook,Books,31059.47,3,93178.41,2024-05-15,Wallet,4.8,May,2024,18635.682,28,Wholesale,North
ORD00246,C0244,Educational Book,Books,14506.11,5,72530.55,2024-06-16,Debit Card,3.5,June,2024,14506.11,21,Online,West
ORD00247,C0207,Smartwatch,Electronics,16272.38,3,48817.14,2024-06-15,Debit Card,1.4,June,2024,9763.428,10,Wholesale,West
ORD00248,C0231,T-Shirt,Clothing,29222.92,3,87668.76,2024-10-16,Debit Card,2.7,October,2024,17533.752,28,Retail,West
ORD00249,C0209,Educational Book,Books,1483.5,5,7417.5,2024-11-04,Debit Card,4.3,November,2024,1483.5,9,Wholesale,West
ORD00250,C0290,Self-Help Book,Books,35629.55,2,71259.1,2025-02-01,Wallet,2.0,February,2025,14251.820000000002,24,Wholesale,East
ORD00251,C0165,Jacket,Clothing,1987.98,4,7951.92,2024-02-23,UPI,3.3,February,2024,1590.384,6,Retail,East
ORD00252,C0278,Educational Book,Books,37590.44,4,150361.76,2024-03-28,Wallet,1.8,March,2024,30072.352000000003,10,Retail,South
ORD00253,C0164,Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,2024-12-11,UPI,2.0,December,2024,25407.592000000004,26,Online,West
ORD00254,C0173,Shampoo,Beauty,18787.05,4,75148.2,2025-01-27,Credit Card,1.1,January,2025,15029.64,15,Online,East
ORD00255,C0270,Educational Book,Books,17066.16,1,17066.16,2024-09-15,Wallet,2.8,September,2024,3413.232,20,Retail,North
ORD00256,C0236,Jacket,Clothing,15068.72,4,60274.88,2024-03-23,Debit Card,1.4,March,2024,12054.976,20,Retail,West
ORD00257,C0045,Smartphone,Electronics,44334.11,3,133002.33,2024-02-24,Wallet,2.6,February,2024,26600.466,5,Online,South
ORD00258,C0041,Smartphone,Electronics,11183.75,1,11183.75,2024-11-15,Credit Card,4.9,November,2024,2236.75,13,Wholesale,South
ORD00259,C0191,Cookware Set,Home & Kitchen,2923.95,5,14619.75,2024-08-16,Net Banking,1.1,August,2024,2923.9500000000003,10,Retail,South
ORD00260,C0136,Shampoo,Beauty,7339.66,2,14679.32,2024-11-29,Net Banking,1.1,November,2024,2935.864,20,Online,North
ORD00261,C0170,Table Lamp,Home & Kitchen,41405.37,2,82810.74,2024-10-06,Wallet,4.6,October,2024,16562.148,7,Wholesale,East
ORD00262,C0209,Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,2024-09-01,Net Banking,4.6,September,2024,7222.876,24,Retail,North
ORD00263,C0184,Smartphone,Electronics,19915.59,5,99577.95,2024-09-06,COD,1.2,September,2024,19915.59,8,Wholesale,West
ORD00264,C0079,Smartphone,Electronics,18366.97,4,73467.88,2024-05-22,COD,1.2,May,2024,14693.576,23,Online,South
ORD00265,C0271,Smartphone,Electronics,8563.14,2,17126.28,2024-03-03,COD,3.1,March,2024,3425.256,30,Retail,North
ORD00266,C0049,Hair Dryer,Beauty,40461.79,1,40461.79,2024-05-19,Credit Card,4.9,May,2024,8092.358,7,Wholesale,North
ORD00267,C0088,Jacket,Clothing,6943.4,5,34717.0,2024-07-16,Debit Card,1.5,July,2024,6943.400000000001,23,Retail,East
ORD00268,C0259,Shampoo,Beauty,14517.08,1,14517.08,2024-05-19,UPI,3.0,May,2024,2903.416,24,Wholesale,East
ORD00269,C0293,Tablet,Electronics,4248.25,5,21241.25,2024-07-19,Wallet,4.1,July,2024,4248.25,11,Online,South
ORD00270,C0296,Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,2024-12-12,Debit Card,3.1,December,2024,43118.73,24,Online,North
ORD00271,C0278,Dress,Clothing,10086.76,2,20173.52,2024-03-26,Wallet,1.9,March,2024,4034.704,13,Retail,North
ORD00272,C0164,Face Cream,Beauty,35373.5,4,141494.0,2024-08-09,Credit Card,2.9,August,2024,28298.800000000003,5,Wholesale,East
ORD00273,C0170,Table Lamp,Home & Kitchen,43002.68,3,129008.04,2024-04-05,UPI,4.2,April,2024,25801.608,12,Retail,North
ORD00274,C0005,Laptop,Electronics,46388.81,1,46388.81,2024-02-21,COD,4.4,February,2024,9277.762,11,Retail,North
ORD00275,C0165,Cookbook,Books,47384.51,3,142153.53,2024-05-29,Net Banking,1.5,May,2024,28430.706,22,Wholesale,North
ORD00276,C0069,Jacket,Clothing,15826.47,2,31652.94,2024-07-13,Net Banking,4.4,July,2024,6330.588,12,Wholesale,East
ORD00277,C0248,Shampoo,Beauty,33927.57,5,169637.85,2025-02-02,Wallet,2.6,February,2025,33927.57,5,Wholesale,South
ORD00278,C0159,Tablet,Electronics,27400.84,1,27400.84,2025-02-07,Net Banking,3.6,February,2025,5480.168000000001,15,Online,West
ORD00279,C0188,Tablet,Electronics,37684.28,4,150737.12,2024-04-02,COD,3.2,April,2024,30147.424,29,Retail,South
ORD00280,C0175,Sneakers,Clothing,22968.18,4,91872.72,2025-01-23,Net Banking,4.1,January,2025,18374.544,29,Retail,West
ORD00281,C0082,Sofa Cover,Home & Kitchen,43444.93,1,43444.93,2025-01-10,Wallet,4.0,January,2025,8688.986,22,Online,North
ORD00282,C0094,Headphones,Electronics,36083.22,3,108249.66,2024-07-25,Credit Card,2.9,July,2024,21649.932,27,Wholesale,South
ORD00283,C0077,Cookware Set,Home & Kitchen,43043.82,5,215219.1,2024-11-09,Wallet,4.1,November,2024,43043.82000000001,14,Online,West
ORD00284,C0029,Smartwatch,Electronics,1517.63,4,6070.52,2024-11-10,COD,2.0,November,2024,1214.104,7,Online,East
ORD00285,C0150,Fiction Novel,Books,1626.1,5,8130.5,2024-11-15,Credit Card,2.8,November,2024,1626.1,11,Online,East
ORD00286,C0149,T-Shirt,Clothing,40384.62,1,40384.62,2024-04-27,UPI,4.2,April,2024,8076.924000000001,20,Retail,South
ORD00287,C0048,T-Shirt,Clothing,37295.08,1,37295.08,2025-02-06,UPI,4.0,February,2025,7459.016,30,Online,South
ORD00288,C0074,Sneakers,Clothing,13915.5,3,41746.5,2024-07-02,Net Banking,3.9,July,2024,8349.300000000001,20,Retail,North
ORD00289,C0167,Smartphone,Electronics,23625.05,2,47250.1,2024-07-07,Debit Card,2.0,July,2024,9450.02,29,Retail,South
ORD00290,C0133,Mixer Grinder,Home & Kitchen,464.18,3,1392.54,2024-08-02,Debit Card,4.1,August,2024,278.508,24,Retail,North
ORD00291,C0043,T-Shirt,Clothing,26667.15,2,53334.3,2024-11-05,Credit Card,1.9,November,2024,10666.86,21,Wholesale,North
ORD00292,C0122,Fiction Novel,Books,29093.02,2,58186.04,2024-11-01,Debit Card,3.7,November,2024,11637.208,6,Retail,East
ORD00293,C0102,Jacket,Clothing,44770.65,3,134311.95,2024-12-12,Wallet,3.5,December,2024,26862.390000000003,5,Retail,East
ORD00294,C0249,Bedsheet,Home & Kitchen,32749.9,1,32749.9,2024-08-02,Net Banking,3.8,August,2024,6549.9800000000005,20,Wholesale,West
ORD00295,C0280,Educational Book,Books,4990.66,3,14971.98,2024-05-30,Wallet,4.6,May,2024,2994.396,16,Retail,East
ORD00296,C0110,T-Shirt,Clothing,11044.89,3,33134.67,2024-11-25,Wallet,1.5,November,2024,6626.934,9,Online,East
ORD00297,C0015,Fiction Novel,Books,46032.16,5,230160.8,2024-12-08,Debit Card,4.4,December,2024,46032.16,9,Online,South
ORD00298,C0164,Educational Book,Books,43965.67,3,131897.01,2024-08-25,Debit Card,1.1,August,2024,26379.402,27,Retail,East
ORD00299,C0052,T-Shirt,Clothing,6037.98,2,12075.96,2024-05-25,COD,3.6,May,2024,2415.192,13,Wholesale,West
ORD00300,C0148,Comic Book,Books,22747.82,3,68243.46,2024-09-20,Debit Card,4.5,September,2024,13648.692000000005,13,Online,South
ORD00301,C0051,Headphones,Electronics,26615.92,2,53231.84,2024-06-21,COD,2.3,June,2024,10646.368,7,Wholesale,West
ORD00302,C0017,Face Cream,Beauty,48234.31,2,96468.62,2024-07-08,Debit Card,1.8,July,2024,19293.724,23,Wholesale,East
ORD00303,C0173,Table Lamp,Home & Kitchen,24172.56,1,24172.56,2024-12-20,UPI,3.1,December,2024,4834.512000000001,20,Online,West
ORD00304,C0092,Fiction Novel,Books,16385.37,3,49156.11,2024-02-24,Wallet,1.6,February,2024,9831.222000000002,20,Wholesale,South
ORD00305,C0221,T-Shirt,Clothing,29527.22,3,88581.66,2024-03-30,COD,1.2,March,2024,17716.332000000002,7,Online,North
ORD00306,C0163,Table Lamp,Home & Kitchen,42516.65,3,127549.95,2024-04-28,Net Banking,1.8,April,2024,25509.99,24,Wholesale,West
ORD00307,C0248,Comic Book,Books,27175.37,5,135876.85,2024-08-02,COD,3.9,August,2024,27175.370000000003,28,Online,West
ORD00308,C0254,Dress,Clothing,25379.68,4,101518.72,2024-10-06,Wallet,3.5,October,2024,20303.744,26,Retail,South
ORD00309,C0029,Educational Book,Books,29568.18,3,88704.54,2025-01-12,Credit Card,1.3,January,2025,17740.908,28,Online,South
ORD00310,C0225,Fiction Novel,Books,23562.27,2,47124.54,2024-12-23,Credit Card,4.9,December,2024,9424.908,5,Online,West
ORD00311,C0263,Dress,Clothing,19134.26,2,38268.52,2024-02-12,COD,4.6,February,2024,7653.704,28,Online,East
ORD00312,C0054,Fiction Novel,Books,10176.11,5,50880.55,2024-08-17,Net Banking,2.1,August,2024,10176.11,24,Online,West
ORD00313,C0252,Laptop,Electronics,48177.16,3,144531.48,2024-03-05,Net Banking,1.7,March,2024,28906.296,15,Wholesale,South
ORD00314,C0198,Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,2024-03-07,Net Banking,1.5,March,2024,6119.31,21,Retail,North
ORD00315,C0199,Shampoo,Beauty,6015.13,1,6015.13,2024-08-26,Credit Card,1.9,August,2024,1203.026,12,Online,North
ORD00316,C0243,T-Shirt,Clothing,41198.84,4,164795.36,2024-04-08,Credit Card,3.0,April,2024,32959.072,8,Wholesale,East
ORD00317,C0001,Cookbook,Books,11527.7,3,34583.1,2024-11-30,Net Banking,1.8,November,2024,6916.62,10,Retail,West
ORD00318,C0281,Smartwatch,Electronics,27749.19,4,110996.76,2025-01-22,Wallet,2.5,January,2025,22199.352,12,Retail,North
ORD00319,C0135,Smartphone,Electronics,14014.82,1,14014.82,2024-11-23,Credit Card,4.6,November,2024,2802.964,24,Retail,West
ORD00320,C0136,Smartphone,Electronics,23293.14,2,46586.28,2024-06-08,UPI,4.1,June,2024,9317.256,7,Retail,South
ORD00321,C0016,Sneakers,Clothing,38592.49,5,192962.45,2024-10-13,Wallet,3.2,October,2024,38592.490000000005,20,Online,North
ORD00322,C0261,Smartphone,Electronics,39898.86,1,39898.86,2024-06-03,Wallet,1.8,June,2024,7979.772000000001,29,Online,East
ORD00323,C0110,Educational Book,Books,39842.5,2,79685.0,2024-10-10,Debit Card,4.4,October,2024,15937.0,7,Wholesale,South
ORD00324,C0283,Fiction Novel,Books,30395.25,1,30395.25,2024-04-07,COD,1.1,April,2024,6079.05,29,Wholesale,East
ORD00325,C0038,Face Cream,Beauty,36560.32,5,182801.6,2025-01-01,Net Banking,2.5,January,2025,36560.32,22,Wholesale,South
ORD00326,C0168,Cookware Set,Home & Kitchen,44248.09,1,44248.09,2024-02-19,Net Banking,3.1,February,2024,8849.618,18,Retail,North
ORD00327,C0184,Tablet,Electronics,18386.26,1,18386.26,2024-10-06,Credit Card,1.4,October,2024,3677.252,22,Retail,East
ORD00328,C0246,Jacket,Clothing,33683.4,1,33683.4,2025-01-08,Debit Card,3.8,January,2025,6736.68,6,Online,East
ORD00329,C0108,Hair Dryer,Beauty,49561.57,3,148684.71,2024-04-03,Net Banking,3.5,April,2024,29736.942,26,Retail,South
ORD00330,C0184,Face Cream,Beauty,18551.65,2,37103.3,2024-03-30,Credit Card,2.6,March,2024,7420.660000000001,7,Retail,East
ORD00331,C0223,Headphones,Electronics,12249.35,5,61246.75,2025-01-29,Wallet,2.9,January,2025,12249.35,20,Retail,South
ORD00332,C0226,Jeans,Clothing,35305.39,1,35305.39,2024-06-10,UPI,2.2,June,2024,7061.078,13,Wholesale,South
ORD00333,C0088,Smartwatch,Electronics,16790.46,5,83952.3,2024-08-27,Net Banking,4.3,August,2024,16790.460000000003,8,Wholesale,South
ORD00334,C0039,Jacket,Clothing,26096.96,4,104387.84,2024-03-28,Debit Card,3.5,March,2024,20877.568,5,Online,South
ORD00335,C0284,Self-Help Book,Books,34361.96,5,171809.8,2024-03-22,Net Banking,4.4,March,2024,34361.96,8,Retail,North
ORD00336,C0206,Table Lamp,Home & Kitchen,46079.49,5,230397.45,2024-02-28,Net Banking,3.7,February,2024,46079.490000000005,5,Retail,South
ORD00337,C0111,Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,2024-06-05,COD,3.0,June,2024,18821.376,18,Online,West
ORD00338,C0112,Tablet,Electronics,18905.94,3,56717.82,2024-08-14,UPI,4.5,August,2024,11343.564,25,Retail,East
ORD00339,C0100,Hair Dryer,Beauty,30977.18,3,92931.54,2024-11-08,UPI,3.3,November,2024,18586.308,20,Retail,West
ORD00340,C0172,Table Lamp,Home & Kitchen,41841.57,2,83683.14,2024-05-27,COD,1.1,May,2024,16736.628,24,Wholesale,North
ORD00341,C0065,Laptop,Electronics,4277.15,4,17108.6,2024-08-12,COD,2.1,August,2024,3421.72,28,Online,West
ORD00342,C0170,Sofa Cover,Home & Kitchen,15648.85,2,31297.7,2025-02-03,Credit Card,4.4,February,2025,6259.540000000001,12,Online,East
ORD00343,C0022,Headphones,Electronics,26992.72,3,80978.16,2024-02-15,Wallet,1.1,February,2024,16195.632,11,Online,West
ORD00344,C0072,Headphones,Electronics,49586.31,4,198345.24,2024-05-03,UPI,4.3,May,2024,39669.048,7,Online,North
ORD00345,C0253,Tablet,Electronics,37181.04,1,37181.04,2024-03-21,Wallet,1.2,March,2024,7436.208,21,Wholesale,South
ORD00346,C0063,Sneakers,Clothing,46090.65,4,184362.6,2025-01-25,UPI,3.3,January,2025,36872.52,5,Wholesale,West
ORD00347,C0158,Educational Book,Books,48151.09,4,192604.36,2024-07-23,UPI,2.9,July,2024,38520.872,20,Retail,North
ORD00348,C0202,Smartwatch,Electronics,8197.47,2,16394.94,2024-09-28,Wallet,3.0,September,2024,3278.988,16,Retail,North
ORD00349,C0154,Cookware Set,Home & Kitchen,40679.29,2,81358.58,2024-07-13,Wallet,1.5,July,2024,16271.716,23,Retail,East
ORD00350,C0176,Perfume,Beauty,45012.71,3,135038.13,2024-10-15,UPI,4.9,October,2024,27007.626000000004,26,Retail,East
ORD00351,C0022,Perfume,Beauty,5127.02,3,15381.06,2025-02-07,Debit Card,4.5,February,2025,3076.212,27,Wholesale,West
ORD00352,C0032,Laptop,Electronics,13954.48,3,41863.44,2025-01-12,UPI,1.5,January,2025,8372.688,26,Online,South
ORD00353,C0135,T-Shirt,Clothing,26166.89,4,104667.56,2024-09-06,Credit Card,3.7,September,2024,20933.512,18,Wholesale,North
ORD00354,C0013,Hair Dryer,Beauty,45072.69,2,90145.38,2024-12-30,Wallet,2.6,December,2024,18029.076,10,Retail,West
ORD00355,C0279,T-Shirt,Clothing,33543.19,2,67086.38,2024-03-09,UPI,3.7,March,2024,13417.276000000002,10,Wholesale,North
ORD00356,C0071,Self-Help Book,Books,34116.23,3,102348.69,2024-03-20,Wallet,1.4,March,2024,20469.738,17,Online,North
ORD00357,C0256,Self-Help Book,Books,15466.4,5,77332.0,2024-07-29,Wallet,2.9,July,2024,15466.4,23,Online,South
ORD00358,C0004,Laptop,Electronics,19879.4,4,79517.6,2024-03-15,Debit Card,3.2,March,2024,15903.520000000002,26,Wholesale,South
ORD00359,C0201,Sofa Cover,Home & Kitchen,11914.15,2,23828.3,2024-06-10,Wallet,2.4,June,2024,4765.66,12,Wholesale,West
ORD00360,C0034,Dress,Clothing,7936.32,4,31745.28,2024-09-21,Credit Card,1.5,September,2024,6349.0560000000005,6,Wholesale,South
ORD00361,C0035,Educational Book,Books,7633.85,2,15267.7,2024-09-01,Net Banking,3.8,September,2024,3053.5400000000004,25,Retail,South
ORD00362,C0143,Face Cream,Beauty,2470.82,4,9883.28,2024-05-26,UPI,2.0,May,2024,1976.656,5,Wholesale,West
ORD00363,C0176,Sofa Cover,Home & Kitchen,908.47,3,2725.41,2024-09-27,COD,4.6,September,2024,545.082,19,Wholesale,South
ORD00364,C0174,Table Lamp,Home & Kitchen,14102.56,4,56410.24,2024-09-20,COD,2.9,September,2024,11282.048,5,Wholesale,East
ORD00365,C0040,Laptop,Electronics,23287.93,4,93151.72,2024-08-14,Debit Card,2.0,August,2024,18630.344,9,Online,North
ORD00366,C0092,Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,2025-01-28,Net Banking,4.0,January,2025,8266.642,20,Online,North
ORD00367,C0197,Educational Book,Books,35304.99,1,35304.99,2024-08-06,COD,2.0,August,2024,7060.998,23,Retail,North
ORD00368,C0299,Jeans,Clothing,22335.58,2,44671.16,2024-07-31,Wallet,3.8,July,2024,8934.232000000002,8,Retail,North
ORD00369,C0025,Cookware Set,Home & Kitchen,40486.08,5,202430.4,2024-11-26,Wallet,3.6,November,2024,40486.08,7,Online,West
ORD00370,C0183,Educational Book,Books,20353.4,1,20353.4,2024-07-07,UPI,2.9,July,2024,4070.68,21,Online,North
ORD00371,C0188,Laptop,Electronics,2258.27,3,6774.81,2024-10-24,Wallet,4.8,October,2024,1354.9620000000002,21,Online,North
ORD00372,C0281,Smartphone,Electronics,704.55,5,3522.75,2024-05-28,Debit Card,4.0,May,2024,704.5500000000001,16,Wholesale,North
ORD00373,C0031,Table Lamp,Home & Kitchen,38629.0,1,38629.0,2024-07-15,Net Banking,4.0,July,2024,7725.8,18,Wholesale,North
ORD00374,C0268,Fiction Novel,Books,37303.26,4,149213.04,2025-01-07,COD,2.9,January,2025,29842.608000000004,25,Online,East
ORD00375,C0038,Smartphone,Electronics,11507.22,4,46028.88,2024-04-17,Debit Card,1.4,April,2024,9205.776,10,Wholesale,North
ORD00376,C0114,Table Lamp,Home & Kitchen,48710.25,1,48710.25,2024-10-06,Credit Card,1.7,October,2024,9742.05,7,Wholesale,East
ORD00377,C0103,Educational Book,Books,20075.81,1,20075.81,2024-06-12,Debit Card,4.9,June,2024,4015.162,13,Retail,West
ORD00378,C0029,Comic Book,Books,8448.77,2,16897.54,2024-05-12,UPI,3.8,May,2024,3379.5080000000003,9,Online,South
ORD00379,C0060,Sneakers,Clothing,29310.76,4,117243.04,2024-07-03,Wallet,4.4,July,2024,23448.608,28,Online,North
ORD00380,C0031,Educational Book,Books,708.78,4,2835.12,2024-11-29,COD,2.0,November,2024,567.024,21,Wholesale,South
ORD00381,C0255,Jacket,Clothing,24062.33,4,96249.32,2025-01-19,Debit Card,1.1,January,2025,19249.864,18,Online,South
ORD00382,C0222,Sneakers,Clothing,27827.66,1,27827.66,2024-06-18,COD,4.5,June,2024,5565.532,25,Retail,West
ORD00383,C0137,Smartwatch,Electronics,40862.87,2,81725.74,2024-05-22,Debit Card,1.4,May,2024,16345.148,7,Retail,South
ORD00384,C0079,Sneakers,Clothing,11399.26,2,22798.52,2024-02-17,Net Banking,1.0,February,2024,4559.704000000001,5,Retail,East
ORD00385,C0207,Hair Dryer,Beauty,5463.13,1,5463.13,2024-06-30,Debit Card,3.9,June,2024,1092.626,24,Online,South
ORD00386,C0232,Comic Book,Books,8644.99,5,43224.95,2024-07-17,Debit Card,4.3,July,2024,8644.99,25,Online,South
ORD00387,C0092,Headphones,Electronics,27481.15,2,54962.3,2024-10-27,COD,3.2,October,2024,10992.46,27,Online,South
ORD00388,C0049,Self-Help Book,Books,47819.23,4,191276.92,2024-06-03,Wallet,1.1,June,2024,38255.384000000005,5,Online,North
ORD00389,C0188,Lipstick,Beauty,7145.81,4,28583.24,2024-03-09,Wallet,1.9,March,2024,5716.648000000001,7,Online,North
ORD00390,C0094,Headphones,Electronics,29847.4,3,89542.2,2024-06-04,Debit Card,2.9,June,2024,17908.44,22,Retail,East
ORD00391,C0198,Lipstick,Beauty,11186.35,2,22372.7,2024-10-28,COD,1.1,October,2024,4474.54,29,Wholesale,East
ORD00392,C0077,Educational Book,Books,36535.74,3,109607.22,2024-07-02,UPI,1.2,July,2024,21921.444000000003,14,Retail,North
ORD00393,C0043,Sneakers,Clothing,12046.9,3,36140.7,2025-01-05,COD,3.2,January,2025,7228.139999999999,26,Online,East
ORD00394,C0006,Hair Dryer,Beauty,7043.51,4,28174.04,2024-03-12,UPI,2.3,March,2024,5634.808000000001,30,Retail,North
ORD00395,C0220,Sneakers,Clothing,34369.57,4,137478.28,2024-07-31,Net Banking,1.6,July,2024,27495.656000000003,7,Online,West
ORD00396,C0161,Sneakers,Clothing,4827.49,3,14482.47,2024-03-10,Debit Card,4.2,March,2024,2896.494,12,Online,South
ORD00397,C0264,Lipstick,Beauty,14851.66,2,29703.32,2025-01-08,Debit Card,1.9,January,2025,5940.664000000001,18,Retail,South
ORD00398,C0156,Jacket,Clothing,40248.27,3,120744.81,2024-04-19,Wallet,3.9,April,2024,24148.962,28,Online,East
ORD00399,C0141,Jeans,Clothing,37135.36,2,74270.72,2024-12-23,Net Banking,3.0,December,2024,14854.144,22,Wholesale,North
ORD00400,C0258,Shampoo,Beauty,25794.78,5,128973.9,2024-08-13,Debit Card,1.0,August,2024,25794.78,19,Online,North
ORD00401,C0078,Shampoo,Beauty,47564.29,3,142692.87,2024-05-23,Net Banking,3.5,May,2024,28538.574,26,Wholesale,East
ORD00402,C0093,Mixer Grinder,Home & Kitchen,5500.92,3,16502.76,2024-07-27,Debit Card,2.3,July,2024,3300.552,27,Wholesale,North
ORD00403,C0213,Comic Book,Books,904.29,2,1808.58,2024-05-01,Debit Card,3.5,May,2024,361.716,6,Online,West
